Degenerative Disc Disease,16
Antiphospholipid syndrome,1
Ear infection (middle ear),2
waking early morning,1
Left thigh numbness,1
Bladder can't pee,2
Hashimoto's thyroiditis,1
Lower back pain,5
PMDD,15
Type 1 diabetes,6
Late Stage Lyme Disease,2
Common variable immunodeficiency,2
New Daily Persistent Headache,5
Juvenile rheumatoid arthritis,11
Anemia,40
Menstrual cramps,47
arthrtis,5
Chron's,1
adrenal fatigue,28
Candida,1
Sinus,8
Painful intercourse (dyspareunia),1
skin rashes,27
Stress,46
Hypotension,3
Menopause,4
Hemophilia,2
Chronic Pain - Back joint muscle,1
Arthralgia,1
Hypoglycemia,5
Orthostatic intolerance,8
HSV1,3
Hearing loss,11
Pinched nerve,3
Dry eyes,18
Paraneoplastic syndromes of the nervous system,1
Lactose intolerance,9
Fructose Malabsorption,2
Meniere's disease,8
Cold urticaria,2
Persistent Genital Arousal Disorder,1
Sjogren's syndrome,42
patellofemoral joint pain,3
CTCL,1
Carotid artery disease,2
Chronic daily headaches,19
Gastroparesis,53
Agoraphobia,4
Premenstrual syndrome (PMS),5
Knees,1
Chronic mid back pain,5
Epilepsy,11
Restless legs syndrome,18
Paresthesia,9
Idiopathic Intracranial Hypertension,2
nose sores,1
Rash,37
Bile Acid Malabsorption,2
Interstitial cystitis,20
Orthostatic hypotension,1
Mental Health,2
Leaky Gut,1
Cushing syndrome,1
Panic,10
Left wrist pain,2
Exhaustion,1
Headache,516
Mitochondrial myopathy,2
CPS,1
Oral Allergy Syndrome,6
Vasculitis,3
Menorrhagia,2
Seasonal Allergies,4
Hashimoto's disease,98
C Diff,2
burning skin,6
Ehlers-Danlos syndrome,177
Menstrual Cycle,11
Hypercalcemia,1
Sleep-related eating disorder,2
POTS,56
Staph infections,1
Blood clotting disorder,2
Hives and angioedema,2
Hyperthyroidism,3
Lupus nephritis,2
Mitral valve prolapse,2
Reflux,9
Chronic Gastritis,1
Infilmation,1
AC Ligament Injury,1
Brief acute abdominal pain,1
Common cold,6
Small Fiber Neuropathy,1
Hypermobility,25
Skin cancer,1
Motivation,1
numbness,3
Back spasm,1
